,Country,Target Year,Population lag 3 years,Population lag 2 years,Population lag 1 year,Population Current,Life Ex lag 3 years,Life Ex lag 2 years,Life Ex lag 1 year,Life Ex Current,GDP lag 3 years,GDP lag 2 years,GDP lag 1 year,GDP Current,GDP_cap lag 3 years,GDP_cap lag 2 years,GDP_cap lag 1 year,GDP_cap Current,CO2 lag 3 years,CO2 lag 2 years,CO2 lag 1 year,CO2 Current,Happy lag 3 years,Happy lag 2 years,Happy lag 1 year
500,Tanzania,2014,45673520.0,47053033.0,48483132.0,49960563.0,59.525,60.47,61.398,62.288,34657139495.0,39650530214.0,45680532614.0,49964788814.0,781.4338989,867.8574829,970.3995972,1030.077637,6287901.0,7331722.0,8661963.0,10479890.0,3.85239481925964,3.48327851295471,3.66059732437134
501,Tanzania,2015,47053033.0,48483132.0,49960563.0,51482638.0,60.47,61.398,62.288,63.111,39650530214.0,45680532614.0,49964788814.0,47378599025.0,867.8574829,970.3995972,1030.077637,947.9333496,7331722.0,8661963.0,10479890.0,11478780.0,3.48327851295471,3.66059732437134,2.90273427963257
507,Thailand,2008,65416189.0,65812539.0,66182064.0,66530979.0,71.1,71.2,71.4,71.7,189319000000.0,221758000000.0,262942000000.0,291383000000.0,2894.062656,3369.543198,3973.017172,4379.658787,3429230240.0,3655560812.0,3884970942.0,4111844432.0,5.78389120101929,5.63647127151489,5.47564506530762
508,Thailand,2009,65812539.0,66182064.0,66530979.0,66866834.0,71.2,71.4,71.7,71.6,221758000000.0,262942000000.0,291383000000.0,281710000000.0,3369.543198,3973.017172,4379.658787,4213.006654,3655560812.0,3884970942.0,4111844432.0,4354118162.0,5.63647127151489,5.47564506530762,6.21670293807983
509,Thailand,2010,66182064.0,66530979.0,66866834.0,67195032.0,71.4,71.7,71.6,72.5,262942000000.0,291383000000.0,281710000000.0,341105000000.0,3973.017172,4379.658787,4213.006654,5076.339872,3884970942.0,4111844432.0,4354118162.0,4609523027.0,5.47564506530762,6.21670293807983,6.66360902786255
510,Thailand,2011,66530979.0,66866834.0,67195032.0,67518379.0,71.7,71.6,72.5,73.0,291383000000.0,281710000000.0,341105000000.0,370819000000.0,4379.658787,4213.006654,5076.339872,5492.1215,4111844432.0,4354118162.0,4609523027.0,4863135212.0,6.21670293807983,6.66360902786255,6.30023527145386
511,Thailand,2012,66866834.0,67195032.0,67518379.0,67835969.0,71.6,72.5,73.0,73.3,281710000000.0,341105000000.0,370819000000.0,397558000000.0,4213.006654,5076.339872,5492.1215,5860.581471,4354118162.0,4609523027.0,4863135212.0,5133403120.0,6.66360902786255,6.30023527145386,6.23102474212646
512,Thailand,2013,67195032.0,67518379.0,67835969.0,68144519.0,72.5,73.0,73.3,73.5,341105000000.0,370819000000.0,397558000000.0,420333000000.0,5076.339872,5492.1215,5860.581471,6168.261356,4609523027.0,4863135212.0,5133403120.0,5421000776.0,6.30023527145386,6.23102474212646,6.98546361923218
513,Thailand,2014,67518379.0,67835969.0,68144519.0,68438748.0,73.0,73.3,73.5,73.7,370819000000.0,397558000000.0,420333000000.0,407339000000.0,5492.1215,5860.581471,6168.261356,5951.883487,4863135212.0,5133403120.0,5421000776.0,5703649146.0,6.23102474212646,6.98546361923218,6.20176267623901
514,Thailand,2015,67835969.0,68144519.0,68438748.0,68714519.0,73.3,73.5,73.7,73.9,397558000000.0,420333000000.0,407339000000.0,401296000000.0,5860.581471,6168.261356,5951.883487,5840.053067,5133403120.0,5421000776.0,5703649146.0,5989336794.0,6.98546361923218,6.20176267623901,6.07363986968994
520,Turkey,2008,67903461.0,68756809.0,69581854.0,70418612.0,74.0,78.0,71.2,71.6,506308311477.0,557057829051.0,681337335022.0,770462156204.0,7456.296101,8101.856924,9791.88245,10941.17215,5486819690.0,5768468875.0,6081205583.0,6390526778.0,5.62347173690796,5.11823177337646,5.21284151077271
521,Turkey,2009,68756809.0,69581854.0,70418612.0,71321406.0,78.0,71.2,71.6,72.0,557057829051.0,681337335022.0,770462156204.0,649272568774.0,8101.856924,9791.88245,10941.17215,9103.474051,5768468875.0,6081205583.0,6390526778.0,6705886416.0,5.11823177337646,5.21284151077271,5.49034738540649
522,Turkey,2010,69581854.0,70418612.0,71321406.0,72326992.0,71.2,71.6,72.0,72.4,681337335022.0,770462156204.0,649272568774.0,776992599947.0,9791.88245,10941.17215,9103.474051,10742.77498,6081205583.0,6390526778.0,6705886416.0,7020266449.0,5.21284151077271,5.49034738540649,5.27194404602051
523,Turkey,2011,70418612.0,71321406.0,72326992.0,73443254.0,71.6,72.0,72.4,72.8,770462156204.0,649272568774.0,776992599947.0,838762755164.0,10941.17215,9103.474051,10742.77498,11420.55546,6390526778.0,6705886416.0,7020266449.0,7359748701.0,5.49034738540649,5.27194404602051,5.3090763092041
524,Turkey,2012,71321406.0,72326992.0,73443254.0,74651046.0,72.0,72.4,72.8,73.2,649272568774.0,776992599947.0,838762755164.0,880556375780.0,9103.474051,10742.77498,11420.55546,11795.63346,6705886416.0,7020266449.0,7359748701.0,7713414910.0,5.27194404602051,5.3090763092041,4.88817739486694
525,Turkey,2013,72326992.0,73443254.0,74651046.0,75925454.0,72.4,72.8,73.2,73.5,776992599947.0,838762755164.0,880556375780.0,957783020853.0,10742.77498,11420.55546,11795.63346,12614.78161,7020266449.0,7359748701.0,7713414910.0,8058635494.0,5.3090763092041,4.88817739486694,5.57979440689087
526,Turkey,2014,73443254.0,74651046.0,75925454.0,77229262.0,72.8,73.2,73.5,73.9,838762755164.0,880556375780.0,957783020853.0,938952628604.0,11420.55546,11795.63346,12614.78161,12157.99043,7359748701.0,7713414910.0,8058635494.0,8420310957.0,4.88817739486694,5.57979440689087,5.51446533203125
527,Turkey,2015,74651046.0,75925454.0,77229262.0,78529413.0,73.2,73.5,73.9,74.2,880556375780.0,957783020853.0,938952628604.0,864316670331.0,11795.63346,12614.78161,12157.99043,11006.27952,7713414910.0,8058635494.0,8420310957.0,8801642900.0,5.57979440689087,5.51446533203125,5.32622194290161
533,Uganda,2008,27684590.0,28571475.0,29486335.0,30431734.0,46.6,47.7,48.8,51.0,9239221859.0,9977647645.0,11902564401.0,14440404021.0,333.7315763,349.2171001,403.6637446,474.5179496,45056521.0,47439907.0,50149897.0,52929511.0,4.45583868026733,4.56861925125122,4.61198568344116
534,Uganda,2009,28571475.0,29486335.0,30431734.0,31411096.0,47.7,48.8,51.0,51.3,9977647645.0,11902564401.0,14440404021.0,25127805566.0,349.2171001,403.6637446,474.5179496,799.9658963,47439907.0,50149897.0,52929511.0,55929309.0,4.56861925125122,4.61198568344116,4.19288206100464
535,Uganda,2010,29486335.0,30431734.0,31411096.0,32428164.0,48.8,51.0,51.3,53.2,11902564401.0,14440404021.0,25127805566.0,26673441667.0,403.6637446,474.5179496,799.9658963,822.5393725,50149897.0,52929511.0,55929309.0,59498928.0,4.61198568344116,4.19288206100464,4.82600116729736
536,Uganda,2011,30431734.0,31411096.0,32428164.0,33476771.0,51.0,51.3,53.2,54.9,14440404021.0,25127805566.0,26673441667.0,27871725206.0,474.5179496,799.9658963,822.5393725,832.5690782,52929511.0,55929309.0,59498928.0,63322997.0,4.19288206100464,4.82600116729736,4.30923795700073
537,Uganda,2012,31411096.0,32428164.0,33476771.0,34558700.0,51.3,53.2,54.9,55.5,25127805566.0,26673441667.0,27871725206.0,27305915761.0,799.9658963,822.5393725,832.5690782,790.1314506,55929309.0,59498928.0,63322997.0,66949984.0,4.82600116729736,4.30923795700073,3.7095787525177
538,Uganda,2013,32428164.0,33476771.0,34558700.0,35694519.0,53.2,54.9,55.5,56.3,26673441667.0,27871725206.0,27305915761.0,28915786997.0,822.5393725,832.5690782,790.1314506,810.090395,59498928.0,63322997.0,66949984.0,70704514.0,4.30923795700073,3.7095787525177,3.7699191570282
539,Uganda,2014,33476771.0,34558700.0,35694519.0,36911530.0,54.9,55.5,56.3,57.5,27871725206.0,27305915761.0,28915786997.0,32612397758.0,832.5690782,790.1314506,810.090395,883.5287445,63322997.0,66949984.0,70704514.0,74794180.0,3.7095787525177,3.7699191570282,4.23768663406372
540,Uganda,2015,34558700.0,35694519.0,36911530.0,38225447.0,55.5,56.3,57.5,58.4,27305915761.0,28915786997.0,32612397758.0,32387183845.0,790.1314506,810.090395,883.5287445,847.2676289,66949984.0,70704514.0,74794180.0,79319750.0,3.7699191570282,4.23768663406372,4.23326110839844
546,Ukraine,2008,46890775.0,46607397.0,46366347.0,46158709.0,67.5,67.7,67.6,67.6,89239370109.0,111885000000.0,148734000000.0,188111000000.0,1894.470825,2391.323975,3197.934326,4066.547852,26477095771.0,26809766108.0,27146130122.0,27471662835.0,5.25218152999878,5.1723804473877,5.16563940048218
547,Ukraine,2009,46607397.0,46366347.0,46158709.0,45970942.0,67.7,67.6,67.6,67.4,111885000000.0,148734000000.0,188111000000.0,121553000000.0,2391.323975,3197.934326,4066.547852,2639.391602,26809766108.0,27146130122.0,27471662835.0,27748956336.0,5.1723804473877,5.16563940048218,5.05756139755249
548,Ukraine,2010,46366347.0,46158709.0,45970942.0,45792086.0,67.6,67.6,67.4,67.0,148734000000.0,188111000000.0,121553000000.0,141210000000.0,3197.934326,4066.547852,2639.391602,3078.429932,27146130122.0,27471662835.0,27748956336.0,28043034658.0,5.16563940048218,5.05756139755249,5.08313274383545
549,Ukraine,2011,46158709.0,45970942.0,45792086.0,45619850.0,67.6,67.4,67.0,67.7,188111000000.0,121553000000.0,141210000000.0,169333000000.0,4066.547852,2639.391602,3078.429932,3704.824951,27471662835.0,27748956336.0,28043034658.0,28350987499.0,5.05756139755249,5.08313274383545,5.03034210205078
550,Ukraine,2012,45970942.0,45792086.0,45619850.0,45453805.0,67.4,67.0,67.7,67.5,121553000000.0,141210000000.0,169333000000.0,182592000000.0,2639.391602,3078.429932,3704.824951,4004.804443,27748956336.0,28043034658.0,28350987499.0,28654963929.0,5.08313274383545,5.03034210205078,4.71080255508423
551,Ukraine,2013,45792086.0,45619850.0,45453805.0,45286988.0,67.0,67.7,67.5,67.7,141210000000.0,169333000000.0,182592000000.0,190499000000.0,3078.429932,3704.824951,4004.804443,4187.739746,28043034658.0,28350987499.0,28654963929.0,28952213568.0,5.03034210205078,4.71080255508423,4.29732990264893
552,Ukraine,2014,45619850.0,45453805.0,45286988.0,45111530.0,67.7,67.5,67.7,69.2,169333000000.0,182592000000.0,190499000000.0,133503000000.0,3704.824951,4004.804443,4187.739746,3104.643311,28350987499.0,28654963929.0,28952213568.0,29209722174.0,4.71080255508423,4.29732990264893,3.96454286575317
553,Ukraine,2015,45453805.0,45286988.0,45111530.0,44921636.0,67.5,67.7,69.2,69.8,182592000000.0,190499000000.0,133503000000.0,91030959455.0,4004.804443,4187.739746,3104.643311,2124.662354,28654963929.0,28952213568.0,29209722174.0,29433544289.0,4.29732990264893,3.96454286575317,4.02869033813477
559,United Kingdom,2008,60287953.0,60821349.0,61455154.0,62145098.0,79.052,79.316,79.584,79.85,2544830000000.0,2717060000000.0,3106180000000.0,2938880000000.0,42132.09072,44654.09692,50653.25691,47549.34863,71321693012.0,71889264950.0,72448501368.0,72992999493.0,6.80193090438843,6.98646354675293,6.90654706954956
560,United Kingdom,2009,60821349.0,61455154.0,62145098.0,62828620.0,79.316,79.584,79.85,80.11,2717060000000.0,3106180000000.0,2938880000000.0,2425800000000.0,44654.09692,50653.25691,47549.34863,38952.21103,71889264950.0,72448501368.0,72992999493.0,73486894347.0,6.98646354675293,6.90654706954956,7.02936410903931
561,United Kingdom,2010,61455154.0,62145098.0,62828620.0,63459801.0,79.584,79.85,80.11,80.352,3106180000000.0,2938880000000.0,2425800000000.0,2491110000000.0,50653.25691,47549.34863,38952.21103,39688.61497,72448501368.0,72992999493.0,73486894347.0,73998525977.0,6.90654706954956,7.02936410903931,6.86924886703491
562,United Kingdom,2011,62145098.0,62828620.0,63459801.0,64021922.0,79.85,80.11,80.352,80.564,2938880000000.0,2425800000000.0,2491110000000.0,2674890000000.0,47549.34863,38952.21103,39688.61497,42284.88449,72992999493.0,73486894347.0,73998525977.0,74467979649.0,7.02936410903931,6.86924886703491,6.880784034729
563,United Kingdom,2012,62828620.0,63459801.0,64021922.0,64525300.0,80.11,80.352,80.564,80.739,2425800000000.0,2491110000000.0,2674890000000.0,2719160000000.0,38952.21103,39688.61497,42284.88449,42686.80005,73486894347.0,73998525977.0,74467979649.0,74955496204.0,6.86924886703491,6.880784034729,6.91805505752563
564,United Kingdom,2013,63459801.0,64021922.0,64525300.0,64984015.0,80.352,80.564,80.739,80.876,2491110000000.0,2674890000000.0,2719160000000.0,2803290000000.0,39688.61497,42284.88449,42686.80005,43713.81412,73998525977.0,74467979649.0,74955496204.0,75432883692.0,6.880784034729,6.91805505752563,6.75814771652222
565,United Kingdom,2014,64021922.0,64525300.0,64984015.0,65423048.0,80.564,80.739,80.876,80.978,2674890000000.0,2719160000000.0,2803290000000.0,3087170000000.0,42284.88449,42686.80005,43713.81412,47787.2413,74467979649.0,74955496204.0,75432883692.0,75871424691.0,6.91805505752563,6.75814771652222,6.51544523239136
566,United Kingdom,2015,64525300.0,64984015.0,65423048.0,65860149.0,80.739,80.876,80.978,81.052,2719160000000.0,2803290000000.0,3087170000000.0,2956570000000.0,42686.80005,43713.81412,47787.2413,45404.56777,74955496204.0,75432883692.0,75871424691.0,76293764798.0,6.75814771652222,6.51544523239136,6.82428359985352
572,United States,2008,294993509.0,297758977.0,300608425.0,303486022.0,77.685,77.892,78.101,78.303,13039200000000.0,13815600000000.0,14474200000000.0,14769900000000.0,44123.40707,46302.00088,48050.22378,48570.04598,334000000000.0,340000000000.0,347000000000.0,353000000000.0,7.51268768310547,7.28038597106934,7.15803241729736
573,United States,2009,297758977.0,300608425.0,303486022.0,306307565.0,77.892,78.101,78.303,78.49,13815600000000.0,14474200000000.0,14769900000000.0,14478100000000.0,46302.00088,48050.22378,48570.04598,47194.94335,340000000000.0,347000000000.0,353000000000.0,358000000000.0,7.28038597106934,7.15803241729736,7.16361618041992
574,United States,2010,300608425.0,303486022.0,306307565.0,309011469.0,78.101,78.303,78.49,78.652,14474200000000.0,14769900000000.0,14478100000000.0,15049000000000.0,48050.22378,48570.04598,47194.94335,48650.64313,347000000000.0,353000000000.0,358000000000.0,364000000000.0,7.15803241729736,7.16361618041992,7.1151385307312
575,United States,2011,303486022.0,306307565.0,309011469.0,311584051.0,78.303,78.49,78.652,78.777,14769900000000.0,14478100000000.0,15049000000000.0,15599700000000.0,48570.04598,47194.94335,48650.64313,50065.9665,353000000000.0,358000000000.0,364000000000.0,369000000000.0,7.16361618041992,7.1151385307312,7.02622699737549
576,United States,2012,306307565.0,309011469.0,311584051.0,314043885.0,78.49,78.652,78.777,78.862,14478100000000.0,15049000000000.0,15599700000000.0,16254000000000.0,47194.94335,48650.64313,50065.9665,51784.41857,358000000000.0,364000000000.0,369000000000.0,375000000000.0,7.1151385307312,7.02622699737549,7.24928522109985
577,United States,2013,309011469.0,311584051.0,314043885.0,316400539.0,78.652,78.777,78.862,78.909,15049000000000.0,15599700000000.0,16254000000000.0,16843200000000.0,48650.64313,50065.9665,51784.41857,53291.12769,364000000000.0,369000000000.0,375000000000.0,380000000000.0,7.02622699737549,7.24928522109985,7.15111446380615
578,United States,2014,311584051.0,314043885.0,316400539.0,318673422.0,78.777,78.862,78.909,78.922,15599700000000.0,16254000000000.0,16843200000000.0,17550700000000.0,50065.9665,51784.41857,53291.12769,55123.84979,369000000000.0,375000000000.0,380000000000.0,386000000000.0,7.24928522109985,7.15111446380615,6.86394691467285
579,United States,2015,314043885.0,316400539.0,318673422.0,320878312.0,78.862,78.909,78.922,78.91,16254000000000.0,16843200000000.0,17550700000000.0,18206000000000.0,51784.41857,53291.12769,55123.84979,56762.72945,375000000000.0,380000000000.0,386000000000.0,391000000000.0,7.15111446380615,6.86394691467285,6.80359983444214
585,Uruguay,2008,3321799.0,3325403.0,3331753.0,3340221.0,75.1,75.2,75.4,75.4,17362857684.0,19579457966.0,23410572634.0,30366213119.0,5226.9441,5887.845162,7026.503055,9091.079039,267413347.0,274010442.0,279957943.0,288159572.0,5.69394588470459,5.66386985778809,6.29622268676758
586,Uruguay,2009,3325403.0,3331753.0,3340221.0,3349676.0,75.2,75.4,75.4,75.4,19579457966.0,23410572634.0,30366213119.0,31660911277.0,5887.845162,7026.503055,9091.079039,9451.932449,274010442.0,279957943.0,288159572.0,296106343.0,5.66386985778809,6.29622268676758,6.06201076507568
587,Uruguay,2010,3331753.0,3340221.0,3349676.0,3359273.0,75.4,75.4,75.4,75.7,23410572634.0,30366213119.0,31660911277.0,40284481652.0,7026.503055,9091.079039,9451.932449,11992.02377,279957943.0,288159572.0,296106343.0,302404303.0,6.29622268676758,6.06201076507568,6.55404710769653
588,Uruguay,2011,3340221.0,3349676.0,3359273.0,3368926.0,75.4,75.4,75.7,76.2,30366213119.0,31660911277.0,40284481652.0,47962439304.0,9091.079039,9451.932449,11992.02377,14236.715,288159572.0,296106343.0,302404303.0,310056947.0,6.06201076507568,6.55404710769653,6.44972848892212
589,Uruguay,2012,3349676.0,3359273.0,3368926.0,3378975.0,75.4,75.7,76.2,75.4,31660911277.0,40284481652.0,47962439304.0,51264390116.0,9451.932449,11992.02377,14236.715,15171.58017,296106343.0,302404303.0,310056947.0,318648738.0,6.55404710769653,6.44972848892212,6.44446468353271
590,Uruguay,2013,3359273.0,3368926.0,3378975.0,3389436.0,75.7,76.2,75.4,76.4,40284481652.0,47962439304.0,51264390116.0,57531233351.0,11992.02377,14236.715,15171.58017,16973.68924,302404303.0,310056947.0,318648738.0,326141111.0,6.44972848892212,6.44446468353271,6.56144380569458
591,Uruguay,2014,3368926.0,3378975.0,3389436.0,3400439.0,76.2,75.4,76.4,76.6,47962439304.0,51264390116.0,57531233351.0,57236013086.0,14236.715,15171.58017,16973.68924,16831.94819,310056947.0,318648738.0,326141111.0,332825434.0,6.44446468353271,6.56144380569458,6.62808036804199
592,Uruguay,2015,3378975.0,3389436.0,3400439.0,3412013.0,75.4,76.4,76.6,76.3,51264390116.0,57531233351.0,57236013086.0,53274304222.0,15171.58017,16973.68924,16831.94819,15613.74597,318648738.0,326141111.0,332825434.0,339550899.0,6.56144380569458,6.62808036804199,6.17148542404175
598,Zimbabwe,2008,12076697.0,12155496.0,12255920.0,12379553.0,46.0,45.3,44.8,44.5,5755215200.0,5443896500.0,5291950100.0,4415702800.0,476.5554025,447.8547399,431.7872587,356.6932344,630859573.0,641225034.0,651060195.0,658780209.0,3.28024673461914,3.17426371574402,4.05591440200806
599,Zimbabwe,2009,12155496.0,12255920.0,12379553.0,12526964.0,45.3,44.8,44.5,44.3,5443896500.0,5291950100.0,4415702800.0,9665793300.0,447.8547399,431.7872587,356.6932344,771.5990323,641225034.0,651060195.0,658780209.0,664256525.0,3.17426371574402,4.05591440200806,4.68156957626343
600,Zimbabwe,2010,12255920.0,12379553.0,12526964.0,12697728.0,44.8,44.5,44.3,44.6,5291950100.0,4415702800.0,9665793300.0,12041655200.0,431.7872587,356.6932344,771.5990323,948.331481,651060195.0,658780209.0,664256525.0,672134841.0,4.05591440200806,4.68156957626343,4.84564161300659
601,Zimbabwe,2011,12379553.0,12526964.0,12697728.0,12894323.0,44.5,44.3,44.6,45.4,4415702800.0,9665793300.0,12041655200.0,14101920300.0,356.6932344,771.5990323,948.331481,1093.653409,658780209.0,664256525.0,672134841.0,681878824.0,4.68156957626343,4.84564161300659,4.95510053634644
602,Zimbabwe,2012,12526964.0,12697728.0,12894323.0,13115149.0,44.3,44.6,45.4,46.6,9665793300.0,12041655200.0,14101920300.0,17114849900.0,771.5990323,948.331481,1093.653409,1304.968011,664256525.0,672134841.0,681878824.0,689761713.0,4.84564161300659,4.95510053634644,4.69018793106079
603,Zimbabwe,2013,12697728.0,12894323.0,13115149.0,13350378.0,44.6,45.4,46.6,48.2,12041655200.0,14101920300.0,17114849900.0,19091020000.0,948.331481,1093.653409,1304.968011,1429.998461,672134841.0,681878824.0,689761713.0,701597967.0,4.95510053634644,4.69018793106079,4.18445062637329
604,Zimbabwe,2014,12894323.0,13115149.0,13350378.0,13586710.0,45.4,46.6,48.2,50.0,14101920300.0,17114849900.0,19091020000.0,19495519600.0,1093.653409,1304.968011,1429.998461,1434.896277,681878824.0,689761713.0,701597967.0,713503654.0,4.69018793106079,4.18445062637329,3.70319128036499
605,Zimbabwe,2015,13115149.0,13350378.0,13586710.0,13814642.0,46.6,48.2,50.0,52.4,17114849900.0,19091020000.0,19495519600.0,19963120600.0,1304.968011,1429.998461,1434.896277,1445.069702,689761713.0,701597967.0,713503654.0,725729475.0,4.18445062637329,3.70319128036499,3.73540019989014
8,Argentina,2016,42196034.0,42637508.0,43075416.0,43508459.0,75.4,75.6,75.5,75.7,552025000000.0,526320000000.0,594749000000.0,557531000000.0,13080.25473,12334.79825,13789.06042,12790.24247,7165724742.0,7354381844.0,7546787804.0,7737764998.0,6.69713068008423,6.42722129821777,6.03933000564575
9,Argentina,2017,42637508.0,43075416.0,43508459.0,43937143.0,75.6,75.5,75.7,75.9,526320000000.0,594749000000.0,557531000000.0,643629000000.0,12334.79825,13789.06042,12790.24247,14613.04182,7354381844.0,7546787804.0,7737764998.0,7925569727.0,6.42722129821777,6.03933000564575,5.79279661178589
21,Bangladesh,2016,152761413.0,154517385.0,156256287.0,157977151.0,69.1,69.5,69.9,73.0,149990000000.0,172885000000.0,195079000000.0,265236000000.0,981.8608514,1118.873808,1248.45331,1678.95323,995972826.0,1061951464.0,1135228712.0,1211705809.0,4.63347387313843,4.5561408996582,4.3097710609436
22,Bangladesh,2017,154517385.0,156256287.0,157977151.0,159685421.0,69.5,69.9,73.0,77.0,172885000000.0,195079000000.0,265236000000.0,293755000000.0,1118.873808,1248.45331,1678.95323,1839.583378,1061951464.0,1135228712.0,1211705809.0,1292649322.0,4.5561408996582,4.3097710609436,4.49921703338623
34,Bolivia,2016,10542375.0,10706517.0,10869732.0,11031822.0,69.468,69.891,70.277,70.626,30659338886.0,32996188017.0,33000198249.0,33941126194.0,2908.200371,3081.878824,3035.971655,3076.656439,373399755.0,394116472.0,415394141.0,438189638.0,5.83432912826538,5.76972341537476,5.65055274963379
35,Bolivia,2017,10706517.0,10869732.0,11031822.0,11192853.0,69.891,70.277,70.626,70.945,32996188017.0,33000198249.0,33941126194.0,37508642171.0,3081.878824,3035.971655,3076.656439,3351.124344,394116472.0,415394141.0,438189638.0,461751406.0,5.76972341537476,5.65055274963379,5.91573429107666
47,Brazil,2016,201035904.0,202763744.0,204471759.0,206163056.0,73.4,73.6,73.8,74.1,2472820000000.0,2456040000000.0,1802210000000.0,1795690000000.0,12300.38671,12112.83496,8813.989806,8710.06329,12720884782.0,13278785782.0,13808138782.0,14300886782.0,6.54689693450928,6.37481737136841,6.3329291343689
48,Brazil,2017,202763744.0,204471759.0,206163056.0,207833825.0,73.6,73.8,74.1,74.5,2456040000000.0,1802210000000.0,1795690000000.0,2063510000000.0,12112.83496,8813.989806,8710.06329,9928.675897,13278785782.0,13808138782.0,14300886782.0,14801644497.0,6.37481737136841,6.3329291343689,6.19092178344727
60,Cambodia,2016,15026330.0,15274506.0,15521435.0,15766290.0,65.6,66.1,66.6,67.0,15227991395.0,16702610842.0,18049954289.0,20016747754.0,1013.420536,1093.495976,1162.904995,1269.591499,76281895.0,82775697.0,91302231.0,101835559.0,4.16216468811035,4.46125936508179,4.58584213256836
61,Cambodia,2017,15274506.0,15521435.0,15766290.0,16009413.0,66.1,66.6,67.0,67.4,16702610842.0,18049954289.0,20016747754.0,22177200512.0,1093.495976,1162.904995,1269.591499,1385.260066,82775697.0,91302231.0,101835559.0,114710465.0,4.46125936508179,4.58584213256836,5.1218376159668
73,Cameroon,2016,22077300.0,22681853.0,23298376.0,23926549.0,54.2,54.8,55.3,55.6,33728622819.0,36386546918.0,32210232912.0,33814337900.0,1527.751257,1604.214035,1382.50979,1413.255957,162762779.0,169612568.0,177358737.0,185173931.0,5.03796482086182,4.81623220443726,5.07405138015747
74,Cameroon,2017,22681853.0,23298376.0,23926549.0,24566070.0,54.8,55.3,55.6,55.9,36386546918.0,32210232912.0,33814337900.0,36098550142.0,1604.214035,1382.50979,1413.255957,1469.4475,169612568.0,177358737.0,185173931.0,192872431.0,4.81623220443726,5.07405138015747,5.25073766708374
86,Canada,2016,35296535.0,35664338.0,36026668.0,36382942.0,87.0,81.0,81.2,81.5,1846600000000.0,1805750000000.0,1556510000000.0,1527990000000.0,52635.17496,50955.99832,43596.13554,42315.60371,29606508169.0,30177071586.0,30750132962.0,31309699924.0,7.41277265548706,7.24484586715698,7.41486835479736
87,Canada,2017,35664338.0,36026668.0,36382942.0,36732091.0,81.0,81.2,81.5,81.6,1805750000000.0,1556510000000.0,1527990000000.0,1649270000000.0,50955.99832,43596.13554,42315.60371,45129.4293,30177071586.0,30750132962.0,31309699924.0,31879060360.0,7.24484586715698,7.41486835479736,7.17549657821655
99,Chile,2016,17571511.0,17758969.0,17969356.0,18209072.0,79.6,79.3,79.1,79.8,277239000000.0,259405000000.0,242497000000.0,249299000000.0,15777.78151,14606.99672,13495.01061,13690.90746,2323516854.0,2401090633.0,2482915104.0,2567307132.0,6.53274965286255,6.57905626296997,6.32011938095093
100,Chile,2017,17758969.0,17969356.0,18209072.0,18470435.0,79.3,79.1,79.8,79.9,259405000000.0,242497000000.0,249299000000.0,276365000000.0,14606.99672,13495.01061,13690.90746,14962.55685,2401090633.0,2482915104.0,2567307132.0,2651353160.0,6.57905626296997,6.32011938095093,6.43622064590454
112,China,2016,1391883335.0,1399453966.0,1406847868.0,1414049353.0,74.5,74.9,75.0,75.2,9570410000000.0,10475700000000.0,11061600000000.0,11233300000000.0,7020.338485,7636.116601,8016.431435,8094.363367,165000000000.0,175000000000.0,184000000000.0,194000000000.0,5.30387783050537,5.32495594024658,5.09906148910522
113,China,2017,1399453966.0,1406847868.0,1414049353.0,1421021794.0,74.9,75.0,75.2,75.4,10475700000000.0,11061600000000.0,11233300000000.0,12310400000000.0,7636.116601,8016.431435,8094.363367,8816.986905,175000000000.0,184000000000.0,194000000000.0,204000000000.0,5.32495594024658,5.09906148910522,5.13143396377563
125,Colombia,2016,46495492.0,46967706.0,47520667.0,48175048.0,73.5,73.6,73.6,74.2,382116000000.0,381112000000.0,293482000000.0,282825000000.0,8218.347844,8114.343921,6175.87603,5870.777957,2774495634.0,2863194777.0,2955160135.0,3048402114.0,6.38757181167603,6.23371505737305,6.15734195709229
126,Colombia,2017,46967706.0,47520667.0,48175048.0,48909844.0,73.6,73.6,74.2,74.3,381112000000.0,293482000000.0,282825000000.0,311884000000.0,8114.343921,6175.87603,5870.777957,6376.706716,2863194777.0,2955160135.0,3048402114.0,3134697902.0,6.23371505737305,6.15734195709229,5.98351240158081
138,Denmark,2016,5638152.0,5664199.0,5688695.0,5711346.0,78.8,78.9,79.2,79.7,343584000000.0,352994000000.0,302673000000.0,313116000000.0,61191.1937,62548.98473,53254.85637,54663.99837,3846367301.0,3883910718.0,3919114412.0,3956125798.0,7.5144248008728,7.5577826499939,7.59370231628418
139,Denmark,2017,5664199.0,5688695.0,5711346.0,5732277.0,78.9,79.2,79.7,80.0,352994000000.0,302673000000.0,313116000000.0,332121000000.0,62548.98473,53254.85637,54663.99837,57610.09818,3883910718.0,3919114412.0,3956125798.0,3990868885.0,7.5577826499939,7.59370231628418,7.64878559112549
151,Dominican Republic,2016,10048226.0,10165182.0,10281675.0,10397738.0,73.3,73.6,72.7,73.1,62682163837.0,67179914027.0,71164825257.0,75704720190.0,6238.132367,6608.825501,6921.520594,7280.88361,572772654.0,594573265.0,618067854.0,642712421.0,5.06186246871948,5.23869848251343,5.60520267486572
